stop_id,stop_code,stop_name,zone_id,stop_lat,stop_lon
0,DC4539,Narela Terminal,0.0,28.852004,77.088059
1,DC4540,Police Station Narela,1.0,28.853366,77.088535
2,DC4541,Safiyabad Crossing,2.0,28.855266,77.08973
3,DC4542,Ramdev Chowk Pithori Jhori,3.0,28.857752,77.09285600000003
4,DC4543,Narela A-6 / CPJ College,4.0,28.857652,77.09574599999998
5,DC4544,State Bank Of Allahbad,5.0,28.857128000000003,77.097951
6,DC4545,Sec A-9 Narela,6.0,28.85454600000001,77.09790699999998
7,DC4546,Sec A-9 and A-6 Narela,7.0,28.85177100000001,77.097849
8,DC4547,A-7 Narela Sec- 10A Pocket- 66,8.0,28.849048,77.098446
9,DC4548,Harish Chandra Hospital,9.0,28.840806,77.10202199999998
10,DC4549,Kasturi Ram School,10.0,28.837182,77.098223
11,DC4550,Munim Ji Ka Bagh,11.0,28.836163,77.092108
12,DC4551,New Anaj Mandi,12.0,28.838335,77.091413
13,DC4552,Kurani More,13.0,28.840835,77.09052700000002
14,DC4893,Prem Nagar Narela,14.0,28.837755,77.081097
15,DC4554,Maharaja Agrassen School,15.0,28.835906,77.07933299999998
16,DC4555,Bharat Mata School,16.0,28.833074,77.076871
17,DC4556,Kaushal Devi Netraheen Ashram,17.0,28.825201,77.070198
18,DC5264,Sannoth Crossing / Ghoga Crossing,18.0,28.819549,77.06355
19,DC4558,Delhi Jal Board Bawana,19.0,28.815305,77.057968
20,DC4559,Jain Bekhunth Mandir,20.0,28.81187700000001,77.05411099999998
21,DC4560,JJ Colony Bawana Crpf Camp,21.0,28.806836,77.04800999999998
23,DC3605,Swaroop Nagar GT Road,23.0,28.758318,77.14830500000002
24,DC3606,Libas Pur GT Road,24.0,28.750112,77.150774
25,U01532,Sanjay Gandhi Transport Nagar,25.0,28.7402,77.154
26,DC3607,Mukarba Chowk,26.0,28.735084000000004,77.155874
27,U01588,GTK Depot,27.0,28.731117,77.158967
28,U99882A,Jahangirpuri GT Road (Metro Station),28.0,28.7257,77.163
29,DC3655,Mahindra Park,29.0,28.721715000000003,77.166162
30,U01698,Sarai Pipal Thala,30.0,28.7206,77.1671
31,U01747,Adarsh Nagar Metro Station,31.0,28.717467,77.169917
32,U01781,New Sabzi Mandi,32.0,28.714415,77.172422
33,U01867,Azadpur,33.0,28.7063,77.1795
34,U01929,Bara Bagh,34.0,28.7017,77.1831
35,U01969,Gujranwala Town,35.0,28.6995,77.1849
36,U02004,Telephone Exchange,36.0,28.6971,77.1869
37,U02033,State Bank Colony,37.0,28.6954,77.1883
38,U02088,Gurudwara Nanak Pyau,38.0,28.691,77.192
39,U02112,Rana Pratap Bagh,39.0,28.6882666666667,77.1937
40,U02138,Gur Mandi,40.0,28.6848,77.1963
41,U02180,Roop Nagar / Shakti Nagar (GT Road),41.0,28.682832,77.197614
42,DC0027,Clock Tower,42.0,28.677617,77.201567
43,U02242,Roshnara Bagh,43.0,28.6733,77.2018
44,U02274,Roshnara Road,44.0,28.669249,77.20455
45,U02387,Ice Factory (Roshanara Road),45.0,28.66745,77.20765
46,DC0028,St Stephen Hospital,46.0,28.6674,77.2143
47,U02512,Tees Hazari Court,47.0,28.6668,77.2188
48,U02690,ISBT Nityanand Marg,48.0,28.668342,77.225091
49,DC3575,ISBT Bridge,49.0,28.6692730781321,77.22821832178809
50,U02946,Metro Train Depot,50.0,28.673867,77.241633
51,DC3576,Metro Train Depot,51.0,28.674383,77.243117
52,U03019,Shyam Giri Mandir,52.0,28.6741,77.24775
53,DC3577,Shastri Park,53.0,28.673083,77.25405
55,U03184,Dharampura,55.0,28.67085,77.262183
56,U03193,Seelampur Metro Station,56.0,28.670783,77.265423
57,U03268,Seelam Pur Petrol Pump,57.0,28.672117,77.27346700000002
58,U03300,Welcome Metro Station,58.0,28.67278300000001,77.27715
59,U03350,Shahdara (Shyam Lal College),59.0,28.6736,77.28353299999998
60,U03509,Mansarovar Park Metro Station,60.0,28.6759,77.2999
61,U03614,Telephone Exchange,61.0,28.676067,77.30925
62,U03636,Jhilmil Crossing / Dilshad Garden GT Road,62.0,28.67615,77.311883
63,U03746,Shahdra Border,63.0,28.6758,77.3231
64,U99883A,Surya Nagar,64.0,28.6668,77.3217
65,U03715,Ram Prastha Temple,65.0,28.6631,77.3205
66,U03712,Ram Prastha Crossing,66.0,28.6608,77.3202
67,DC3612,Anand Vihar ISBT Main Road,67.0,28.64696,77.317879
68,U03679,Anand Vihar ISBT Terminal,68.0,28.64671,77.31461800000002
69,DC3531,Kair Depot,69.0,28.618288,76.930672
70,DC4030,Mitraon Village (Dhansa Road),70.0,28.608268579943104,76.94478225753659
71,U00079,Mitraon School,71.0,28.6069,76.9394
72,U00067,Surehra Crossing,72.0,28.60418,76.93233199999997
73,U00051,Rawta Crossing,73.0,28.600134000000004,76.915856
74,DC4018,Jaffarpur RTRM Hospital,74.0,28.595235,76.915487
75,DC4008,Samaspur Khalsa,75.0,28.578317,76.909933
76,U00143,Tikri Border Metro Station,76.0,28.688172,76.96445899999998
77,U00165,Tikari Village,77.0,28.6875,76.9708
78,U00194,Tikri Hospital,78.0,28.6869,76.9783
79,U00211,Tikri Piyau / Azad Hind Gram,79.0,28.686817,76.979933
80,DC3758,Indian Oil Corporation,80.0,28.686267,76.986533
81,U00282,Ghevra Crossing (Kanjhawala Road),81.0,28.685716999999997,76.99453299999998
82,U00271,FCI Ghevra,82.0,28.6927,76.9938
83,U00290,Ghevra Village,83.0,28.696286,76.997661
84,U00302,Sir Chhotu Ram Polytechnic,84.0,28.707177,77.00108399999998
85,U00317,Kanjhawala Haryana Shakti C-School,85.0,28.713983,77.00326700000002
86,U00322,Desu Sub Station,86.0,28.723216666666694,77.0044833333333
87,U00312,Kanjhawala Depot (Narela Road),87.0,28.727519,77.00254100000002
88,U00327,Kanjhawala Village,88.0,28.734185,77.0049
89,DC5154,Kanjhawla Chowk,89.0,28.738005,77.007551
90,DC4516,SDM Court Kanjhawala,90.0,28.74049,77.00948100000002
91,DC4517,Chandpur Crossing,91.0,28.751281,77.01430500000002
92,DC5155,Chand Pur Village,92.0,28.75137,77.00975
93,DC5158,Chand Pur Village,93.0,28.753290000000003,77.00775
94,DC5159,Chand Pur Majra School,94.0,28.75895,76.99894
95,DC5161,Majra Dabas Village,95.0,28.76899,76.99852
96,DC4519,Prem Piyau,96.0,28.76663,77.01638
97,DC4520,Shri Krishna Gaushala,97.0,28.77931400000001,77.021694
98,DC4521,Bajit Pur Xing,98.0,28.784999,77.023967
99,DC4522,Krishna Vihar,99.0,28.789732,77.027956
100,DC4523,Ishwar Colony,100.0,28.794758,77.029958
101,DC4524,Panchayat Ghar,101.0,28.797927,77.031801
102,DC4525,Primary School,102.0,28.797763,77.034409
103,DC4526,Bawana Village,103.0,28.799966,77.035368
104,U01343,Badli Railway Staion,104.0,28.7453,77.137333
105,U01390,Samaypur School,105.0,28.744211,77.14307600000002
106,DC3772,Prem Nagar,106.0,28.74288300000001,77.146467
107,U02440,Ice Factory,107.0,28.6678,77.2101
108,U02716,ISBT Kashmere Gate (Lothian Road),108.0,28.66685,77.229517
109,U02791,Guru Govind Singh University (Kashmere Gate),109.0,28.6657,77.23
110,U02842,GPO,110.0,28.6617166666667,77.2354
111,U02739,Old Delhi Railway Station,111.0,28.660087,77.227876
112,U03402,Shahdara Terminal,112.0,28.674219,77.28718
113,U03349,Shahdara (Shyam Lal College),113.0,28.67336400000001,77.283725
114,U03340,Kanti Nagar Extension,114.0,28.6704,77.2809
115,U03346,Jharkhandi,115.0,28.66785,77.28225
116,U03384,East Azad Nagar,116.0,28.666167,77.283917
117,U03394,Swaran Cinema,117.0,28.6636,77.285933
118,U03404,Krishna Nagar A Block,118.0,28.661,77.2878
119,U03430,Hans Apartment,119.0,28.6582,77.29
120,U03444,Arjun Nagar,120.0,28.6564,77.2915
121,U03457,Radheypuri,121.0,28.654,77.2925
122,U03461,JagatpuriA Block,122.0,28.651833,77.293083
123,U03476,Jagatpuri F-Block,123.0,28.648036,77.295529
124,U99881,Gagan Vihar,124.0,28.6455,77.2979
125,U03500,Karkardooma Xing,125.0,28.642867,77.29725
126,U03485,New Rajdhani Enclave,126.0,28.64215,77.29625
127,DC0109,Preet Vihar,127.0,28.639333,77.292417
128,U03416,Nirman Vihar,128.0,28.636783,77.287683
129,U03380,Shakarpur Crossing,129.0,28.635367,77.28495
130,U03345,Shakarpur,130.0,28.633517,77.282067
131,U03307,Laxmi Nagar,131.0,28.6313,77.2789
132,U03160,Rainy Well,132.0,28.628017,77.26095
133,U03055,Delhi Secretariat,133.0,28.62795,77.25235
134,U02961,ITO,134.0,28.627883,77.24335
135,U02887,Tilak Bridge,135.0,28.6253,77.2387
136,U02831,Mandi House,136.0,28.625567,77.233933
137,U02790,Mandi House,137.0,28.625035,77.230571
138,DC4132,Kasturba Gandhi Road Crossing,138.0,28.623228000000005,77.226725
139,U02621,Firoz Shah Road,139.0,28.621,77.2215
140,DC4133,Le Meridian Hotel / Rajendra Prasad Road,140.0,28.619225,77.21752099999998
141,U02495SB,Krishi Bhawan,141.0,28.6169,77.213617
142,U02444,Red Cross Road,142.0,28.618035,77.210453
143,U02437,Aakashwani Bhawan (Imtiyaz Ali Road),143.0,28.62065,77.2098
144,U02375,Gurudwara Rakab Ganj Road,144.0,28.6209,77.2073
145,U02293Z,Kendriya Terminal (Church Road),145.0,28.617308,77.203983
146,U00191,Najafgarh Terminal,146.0,28.614614000000003,76.978024
147,U00201,Jharoda Crossing/Nazafgarh Terminal,147.0,28.613617,76.97971700000002
148,DC3555,Jharoda Crossing,148.0,28.614082,76.980687
149,DC3556,Health Centre,149.0,28.61415,76.985217
150,U00259,NajafGarh Delhi Gate,150.0,28.612627000000003,76.986253
151,U00260,Tuda Mandi,151.0,28.612621999999998,76.99150999999998
152,U00279,Power House NajafGarh,152.0,28.61325,76.996217
153,U00291,Sai Baba Mandir (Nazafgarh),153.0,28.61375,76.99985
154,U00314,Nangli Sakrawati,154.0,28.614667,77.0034
155,U00331,Nangli Sakrawati Crossing,155.0,28.616417,77.007333
156,U00355,Arjun Park,156.0,28.618000000000002,77.012067
157,DC4882,Chhathh Ghat Park,157.0,28.619105,77.015167
158,U00368,Nangli Dairy,158.0,28.62013300000001,77.01795
159,U00378,Kakrola Bridge,159.0,28.6201,77.024509
160,U00387,Kakrola More,160.0,28.619347,77.028577
161,U00395,Kakrola Crossing / Dwarka More,161.0,28.6190046863409,77.03117079452271
162,DC3568,Dwarka More Metro Station (Sewak Park),162.0,28.619332,77.03250799999998
163,U00425,Rama Park,163.0,28.619965000000004,77.03671899999998
164,U00453,Mohan Garden,164.0,28.620385,77.04079499999997
165,U00464,Nawada Gaon,165.0,28.620348999999997,77.044853
166,U00491,Kiran Garden,166.0,28.62081,77.048338
167,U00503,Om Vihar,167.0,28.621124,77.05154300000002
168,U00538,Prem Nagar,168.0,28.62211,77.056846
169,U00561,Uttam Nagar,169.0,28.623017,77.06031
170,U00601,Uttam Nagar / A1 Janak Puri,170.0,28.624767,77.06775
171,U00623,Tilak Pul,171.0,28.6215,77.07
172,U00651,Jivan park,172.0,28.62,77.0733
173,U00680,C-1 Janak Puri,173.0,28.6182,77.077017
174,U00698,C-1 Janak Puri,174.0,28.6174,77.0785
175,U00741,C-2 Janak Puri,175.0,28.616099,77.081447
176,DC4710,C2D Janak Puri,176.0,28.614296000000003,77.085552
177,U00813,Dabri Crossing (Pankha Road),177.0,28.613374,77.087756
178,U00876,Janak Cinema,178.0,28.610936,77.093097
179,U00907,Desu Colony Janak Puri,179.0,28.610011,77.095348
180,U00974,SagarPur Vashisht Park,180.0,28.60921500000001,77.101033
181,U01004,D Block Janak Puri,181.0,28.61096,77.103583
182,U01019,Lajwanti Garden,182.0,28.614,77.1062
183,U01044,Lajwanti Garden (Carriappa Marg),183.0,28.61313,77.109679
184,U01079,Janak Setu,184.0,28.6107,77.1139
185,U01164,Supply Depot,185.0,28.606783,77.123367
186,U04005A,Kirbi Place,186.0,28.60483300000001,77.128283
187,NS0256,Thimiyan Park,187.0,28.602817,77.133517
188,U01356CV,S O Flats Carriappa Marg,188.0,28.600317,77.13973299999998
189,U01481,R R Line,189.0,28.596167,77.1504
190,U01594,Golf Club,190.0,28.592967,77.15848299999998
191,U01636,Dhaula Kuan,191.0,28.592987,77.162867
192,U02453,BBM Cluster Depot,192.0,28.703583,77.21068299999997
193,U02420,Sewa Kutir,193.0,28.702162,77.209581
194,DC3717,GTB Nagar / Haqiqat Nagar,194.0,28.69815800000001,77.207636
195,U02467,INS Hostel,195.0,28.6961333333333,77.2122666666667
196,U02515,Vishwa Vidyalaya Metro Station,196.0,28.695039,77.215261
197,U02572,Mall Road,197.0,28.693783000000003,77.21866700000002
198,U02594,Banarsi Daas Estate Timarpur,198.0,28.69714,77.220359
199,U02599,Timarpur,199.0,28.701233333333306,77.2212666666667
200,DC3745,Balak Ram Hospital,200.0,28.7054,77.22316667
201,U02656,Police Station Timarpur,201.0,28.707017,77.223917
202,U02705,Nehru Vihar Crossing,202.0,28.709067,77.226233
203,U02737,Wazirabad Crossing,203.0,28.711467,77.228167
204,DC3724,Gurudwara Nanak Sar,204.0,28.710233,77.24136700000003
205,DC3725,Pusta No 1 Sonia Vihar,205.0,28.7189,77.24325
206,DC3727,Pusta No 2 Sonia Vihar,206.0,28.721517,77.24386700000002
207,DC3729,Pusta No 3 Sonia Vihar,207.0,28.725583,77.2448
208,DC3731,Gatta Factory Sonia Vihar,208.0,28.730183,77.24575
209,DC3732,Sonia Vihar,209.0,28.7324,77.24623299999998
210,DC3734,Pusta No 5 Sonia Vihar,210.0,28.734583,77.246633
211,DC3737,Check Post,211.0,28.739367,77.24745
212,DC3738,Annpurna Mandir,212.0,28.74245,77.246567
213,DC3740,Sabhapur More,213.0,28.750167,77.24385
214,DC3742,Chauhan Patti (Terminal),214.0,28.754767,77.24325
215,DC4197,NHAI Building/ Dwarka Sec-10 Metro Station,215.0,28.578409000000004,77.058932
216,DC4346,Dwarka Sec-19 Modern School,216.0,28.578591,77.054908
217,DC4344,Amrohi More,217.0,28.574383,77.05115
218,DC4342,St Marry School,218.0,28.573412,77.048418
219,DC4340,Police Post,219.0,28.577292,77.035195
220,DC4338,Qutub Vihar Phase-I Kikar Stand,220.0,28.578247,77.02915
221,DC4336,Jhankar Crossing,221.0,28.57905,77.024348
222,DC4334,Goyla Dairy,222.0,28.579766,77.021478
223,DC4332,Nehru Bus Stand Goyla Dairy,223.0,28.580346,77.019327
224,DC4330,St Thomas School Goyla Vihar,224.0,28.581816,77.015072
225,DC4328,Taj Pur More,225.0,28.58327,77.011534
226,DC4326,Goyla Village,226.0,28.587476,77.008636
227,DC4324,Shyam Vihar,227.0,28.591403000000003,77.000404
228,U00266,Goela Dairy Crossing,228.0,28.591084,76.9931
229,U00262,Deenpur Village,229.0,28.5933,76.9918
230,U00254,Durga Vihar,230.0,28.5965,76.9902
231,U00249,BDO Office Roshan Pura,231.0,28.600503000000003,76.988603
232,U00229,Chhawla Stand Najafgarh,232.0,28.6084,76.9853
233,U00226,Police Station Najafgarh,233.0,28.6096,76.9827
234,U00190,Nazafgarh Dhansa More,234.0,28.612021,76.978565
235,U00217,Dichau Chowk,235.0,28.6173,76.983867
236,U00234,Udaseen Ashram,236.0,28.621783,76.988067
237,U00252,Nirmal Vihar,237.0,28.62545,76.99243299999998
238,U00288,Dichau Kalan Depot,238.0,28.629315,76.997763
239,DC0018,Azad Pur Terminal,239.0,28.707535,77.17819200000002
240,U01780,New Sabzi Mandi,240.0,28.7139,77.1725
241,U01761,Adarsh Nagar / Bharola Village,241.0,28.715917,77.170867
242,U01699,Sarai Peepal Thala,242.0,28.720417,77.166983
243,DC3598,Mahindra Park,243.0,28.7215333333333,77.166
244,DC3599,Jahangir Puri GT Road,244.0,28.7251,77.163217
245,DC3600,Jahangir Puri Metro Station,245.0,28.7273,77.161583
246,U01582,GTK Depot,246.0,28.731183,77.158617
247,DC3601,Mukarba Chowk,247.0,28.73465,77.15576899999998
248,DC3602,Sanjay Gandhi Transport Nagar,248.0,28.738331,77.154234
249,U01479,Libas Pur GT Road,249.0,28.752467,77.149383
250,U01464,Swaroop Nagar GT Road,250.0,28.75805,77.14765
251,DC4802,Gurudwara Siraspur GT Road,251.0,28.76486,77.145315
252,DC5178,Nangli Poona More,252.0,28.771708,77.142899
253,DC5180,Khera Garhi,253.0,28.771944,77.121967
254,DC5182,Khera Kalan School,254.0,28.771903,77.117675
255,DC5184,Khera Kalan Gaon,255.0,28.772345,77.115104
256,DC5186,Rishi Dharmarth Chikitsalaya,256.0,28.773931,77.104022
257,DC5188,Khera Khurd Village,257.0,28.773947,77.100381
258,DC5191,Khera Khurd Nahar Crossing,258.0,28.773761,77.09241
259,DC5192,Naya Bans,259.0,28.783337,77.096637
260,DC5194,Mann School,260.0,28.793447,77.095545
261,DC5096,Holambi Khurd DRID College,261.0,28.795391,77.09778399999998
262,DC5098,Holambi Khurd,262.0,28.799721,77.096011
263,DC5100,Holambi Kalan Terminal,263.0,28.801883,77.096003
264,DC4996,Holambi Kalan Crossing,264.0,28.809564,77.107095
265,DC4998,Shahpur Garhi,265.0,28.817688,77.102397
266,DC5000,Narela ITI / Narela Depot,266.0,28.820295,77.101135
267,DC5002,DSIDC Narela,267.0,28.821204,77.100678
268,DC5004,Bhor Garh,268.0,28.829162,77.094509
269,DC5006,Babu Jag Jeevan Ram Colony,269.0,28.833012,77.093266
270,DC4537,Old Anaj Mandi,270.0,28.845686,77.08874399999998
271,DC4538,Narela Primary School,271.0,28.846917,77.088291
272,DC4364,Keshav Nagar Mukti Ashram,272.0,28.779253000000004,77.179936
273,DC4362,Ibrahim Pur More,273.0,28.775793,77.17966899999998
274,DC3796,Natthupura Crossing Terminal,274.0,28.768883,77.18078299999998
275,U01942,Amrit Vihar Colony,275.0,28.7645,77.1838
276,U02050,Koushik Enclave,276.0,28.761167,77.18871700000003
277,U02086,Laxmi Vihar,277.0,28.76015,77.1910833333333
278,DC0054,Ekta Garden- Harijan Basti,278.0,28.7555,77.1983
279,U02216,Burari Village,279.0,28.7541,77.199
280,U02214,Sarvodhya Vidhyalay Burari,280.0,28.7492333333333,77.1985666666667
281,U02200,Balti Factory,281.0,28.7467,77.1983
282,U02182,Sant Nagar Main Market,282.0,28.7418,77.19800000000002
283,U02160,Sant Nagar A-1,283.0,28.7377,77.1973
284,U02169,Jharoda Dairy Crossing,284.0,28.734483,77.197717
285,U02199,Burari Transport Authority,285.0,28.730567,77.19846700000002
286,U02185,Nirankari Sarover- Burari Xing,286.0,28.72773,77.19806700000002
287,DC0055,CV Raman ITI,287.0,28.72095,77.20015
288,U02301,Nirankari Colony,288.0,28.714883,77.2041
289,U02327,Radio Colony,289.0,28.7112333333333,77.2045
290,U09586,Dhaka Village,290.0,28.706789,77.20473299999998
291,U02325,Balmiki Gandhi Ashram,291.0,28.70458,77.205033
292,U02318,TB Hospital,292.0,28.700567,77.205017
293,U02350,GTB Nagar,293.0,28.698267,77.206457
294,U02613,Khyber Pass,294.0,28.6902,77.2214
295,U02620,Vidhan Sabha Metro Station,295.0,28.68775,77.22165
296,U02628A,Old Secretariat (Postal Account Office),296.0,28.683883333333306,77.22228333333331
297,U99851,IP College,297.0,28.680515000000003,77.223439
298,DC3689,Exchange Store / Civil Lines Metro Station,298.0,28.676717,77.225033
299,U02700,Ludlow Castle,299.0,28.6724,77.226
300,DC3596,ISBT Nityanand Marg,300.0,28.668217,77.2253
301,U01890,Natthupura Terminal,301.0,28.768915000000003,77.18095
302,U02125,Burari Garhi,302.0,28.7578,77.1952
303,U02176,Sant Nagar A-1,303.0,28.7387,77.1975
304,U02395,GTB Nagar / Haqiqat Nagar,304.0,28.698283,77.2076
305,U02421,Sewa Kutir,305.0,28.70265,77.2098166666667
306,U02458,BBM Cluster Depot,306.0,28.704317,77.21118299999998
307,DC4855,Madanpur Khadar JJ Colony,307.0,28.532504,77.314937
308,DC4856,Madanpur Khadar Crossing,308.0,28.531925,77.304505
309,DC4857,Kalindi Kunj Metro Station,309.0,28.543017,77.309483
310,DC4858,Kalindi Kunj,310.0,28.545083,77.306217
311,DC4859,Shaheen Bagh,311.0,28.542817,77.30305
312,DC4860,Jasola Vihar,312.0,28.5404,77.2968
313,DC4861,Sarita Vihar K Block,313.0,28.538333,77.29186700000002
314,U03351,Apollo Hospital,314.0,28.5396,77.2825
315,U03323,Harkesh Nagar,315.0,28.543767,77.2793
316,U03292,Okhla Tank,316.0,28.548017,77.276567
317,U03273,CRRI,317.0,28.551067,77.27395
318,U03249,Sukhdev Vihar Depot,318.0,28.554867,77.27125
319,U03225,Kalkaji Xing,319.0,28.55795,77.26895
320,U03204,Ishwar Nagar,320.0,28.5616,77.266217
321,U03171,New Friends Colony,321.0,28.5667,77.2624
322,U03148S,Ashram Chowk,322.0,28.57123300000001,77.259017
323,U03121,Ashram (Hari Nagar),323.0,28.574146,77.25683599999998
324,U03049,Bhogal,324.0,28.5828,77.2511
325,U03037,Bhogal (Jungpura),325.0,28.58465,77.249617
326,U03000,Nizamuddin Extension,326.0,28.589233,77.2463
327,U02974,Police Station Nizamuddin (Dargah),327.0,28.591667,77.244633
328,U02860,Ishpat Bhawan,328.0,28.5924,77.23675
329,DC0094,JLN Stadium (Sunehripulla Depot),329.0,28.591833,77.232383
330,U02661,Lodhi Colony 18-Block,330.0,28.586733,77.22425
331,U99988,Lodhi Colony,331.0,28.584816999999997,77.224533
332,DC0098,Kushak Nallah Depot,332.0,28.580036,77.22513199999999
333,DC3821,Madanpur Khadar Village,333.0,28.532280600000004,77.296803
334,U03421,Madanpur Khadar Crossing,334.0,28.52965,77.287933
335,U03398,Sarita Vihar,335.0,28.53205,77.286917
336,U03077,Nehru Nagar,336.0,28.568283,77.253917
337,U03024,Lajpat Nagar Ring Road,337.0,28.56533300000001,77.24845
338,U02941,Gupta Market,338.0,28.564833,77.241433
339,U03997A,Gupta Market,339.0,28.56485,77.239667
340,U02843,MCKR Hospital,340.0,28.569167,77.23525
341,U02867,Defence Colony,341.0,28.573,77.237367
342,U02923,Pant Nagar,342.0,28.5841,77.2406
343,U02930,CGO Complex,343.0,28.587033,77.2408
344,U02920,Amir Khusro Park / Oberoi Hotel,344.0,28.596267,77.240433
345,U99968,Delhi Public School,345.0,28.598783,77.2406
346,U02904,Sunder Nagar,346.0,28.602217,77.2404
347,U02899,Zoo,347.0,28.6084,77.23995
348,U02897,National Stadium,348.0,28.61168300000001,77.23996700000002
349,U02901,ITPO Gate No. 3,349.0,28.6155,77.24015
350,U02907,Pragati Maidan Gate No. 5,350.0,28.618483,77.240183
351,U02909,Supreme Court,351.0,28.621517,77.24033299999998
352,U99740,Pragati Maidan Metro Station,352.0,28.623433,77.240567
353,U02934,ITO (Agarwal Chowk),353.0,28.628867,77.24115
354,U02929,Express Building,354.0,28.6339,77.2408
355,U02932,Delhi Gate,355.0,28.637267,77.24091700000002
356,U02918,Darya Ganj,356.0,28.644033,77.24035
357,U02893,Subhash Park,357.0,28.649317,77.23935
358,U02879,Jama Masjid,358.0,28.651317,77.237833
359,U02858,Red Fort,359.0,28.65405,77.23645
360,U02807,Old Delhi Railway Station,360.0,28.6579,77.2319
361,DC5414,Sarang Pur Village,361.0,28.542754,76.888747
362,DC5412,JhulJhuli Village,362.0,28.534792,76.904321
363,DC4023,Jhul-Jhuli Check Post / Ghumanhera Crossing,363.0,28.535283000000003,76.90933299999998
364,DC4578,Malik Pur Village Crossing,364.0,28.552333,76.907483
365,DC4025,Ujwa Gaon,365.0,28.568783000000003,76.9067
366,DC4009,Ujwa School,366.0,28.570387,76.90719
368,DC4026,Samaspur Khalsa,368.0,28.578549,76.909937
370,U00055,Rawta Crossing,370.0,28.600355,76.915846
371,U00069,Surehra Crossing,371.0,28.604417,76.9324
372,U00078,Mitraon School,372.0,28.606975,76.93930999999998
373,U00086,Mitraon Village,373.0,28.608213,76.94733599999998
374,DC4746,Mitraon Extension,374.0,28.6084,76.951551
375,U00116,Indra Service Station,375.0,28.608833,76.96001700000002
376,U00158,Nanak Piyau,376.0,28.609467,76.96776700000002
377,U00168,Prem Nursary,377.0,28.610333,76.9713
378,U00184,Khera More / Ghuman Hera Crossing,378.0,28.611483000000003,76.97586700000002
379,U00202,Jharoda Crossing,379.0,28.613575,76.979586
380,U00192,Najafgarh Terminal,380.0,28.614689,76.97754300000003
381,U01725,Shalimar Bagh (Ring Road),381.0,28.7033,77.1689
382,U01667,Ashok Vihar Crossing,382.0,28.701996,77.165407
383,U01613,Shalimar Bagh Richi Rich,383.0,28.70135,77.16376
384,U01576,Prem Bari Pul,384.0,28.6999,77.1583
385,U01546,Punjab Kesari (Subhash Palace Depot),385.0,28.696,77.1558
386,DC0031,Wazirpur DTC Depot / Netaji Subhash Palace,386.0,28.6937,77.1512
387,U01448,Pitampura ND Block,387.0,28.6954,77.1461
388,U01392,Kohat Enclave Metro Station,388.0,28.6972,77.1421
389,U01338,VaishaliEnclave / Kapil Vihar,389.0,28.6997,77.1371
390,U01298,JD Block Pitam Pura,390.0,28.7014,77.1347
391,U01272,PitampuraMetro Stn (MadhuvanChowk),391.0,28.7029,77.1325
392,U01252,Madhuban Chowk Outer Ring Road,392.0,28.70132000000001,77.1274
393,U01199,SaraswatiVihar C Block,393.0,28.700133,77.12525
394,U01135,Deepali Chowk,394.0,28.6980166666667,77.1195
395,U01086,Kali Mata Mandir,395.0,28.6969,77.1154
396,U01059,Puspanjali Enclave,396.0,28.6958,77.1115
397,U01043,Rohini Depot - 3,397.0,28.6952,77.1094
398,U99992,Mangolpur School,398.0,28.6945,77.1066
399,U00979,Mangolpur Kalan Village,399.0,28.695616666666695,77.1011833333333
400,DC0011,Avantika Crossing,400.0,28.69875,77.0964
401,U00896,Mangol Pur Khurd,401.0,28.699967,77.094383
402,U00832,Mangolpuri Y Block,402.0,28.702717,77.089517
403,U00797,Budh Vihar,403.0,28.704333000000002,77.086917
404,U00765,Krishna Vihar,404.0,28.70965,77.081117
405,U00723,Brahm Shakti Hospital,405.0,28.7125,77.0805
406,U00682,Pooth Kalan,406.0,28.714233,77.07691700000002
407,U00618,Rohini Sec-21,407.0,28.7187,77.0696
408,U00591,Begumpur,408.0,28.7217,77.06495
409,U00544,Rajeev Nagar,409.0,28.7247333333333,77.05875
410,U00518,Karala Pathsala Jain Mandir,410.0,28.726356,77.053345
411,U00484,Sukhbeer Nagar,411.0,28.727533,77.04895
412,U00465,Rama Vihar,412.0,28.728583,77.045817
413,U00443,Karala School,413.0,28.730681,77.039664
414,U00429,Karala Village,414.0,28.7315,77.03699999999998
415,U99798,Karala Crossing,415.0,28.731601,77.031627
416,U99807,Desu Office,416.0,28.7325,77.0284
417,DC0007,Shiv Vihar Bheem Chowk,417.0,28.7333,77.025
418,U99798A,Radha Swami Satsang,418.0,28.73384,77.0208
419,U00352,Shivam Plywood,419.0,28.7352,77.0125833333333
420,DC4667,Kanjhawla Chowk,420.0,28.737911,77.00692
421,DC4668,Nirmal Hospital,421.0,28.73842800000001,77.00439899999998
422,DC4670,Ladpur Village,422.0,28.739490000000004,76.997517
423,DC4671,Rajendra Lakra Public School,423.0,28.740338,76.994313
424,DC4672,Sant Vivekanand School,424.0,28.74225,76.9865
425,DC4673,Vriddha Ashram,425.0,28.744467,76.980917
426,DC4674,Jonti Crossing,426.0,28.74615,76.978217
427,DC4675,Jonti Village,427.0,28.753289,76.971848
428,DC4676,Tatesar Village,428.0,28.755872,76.968475
429,DC4678,Balaji Enclave,429.0,28.767498,76.96455999999998
430,DC4679,Punjab Khor Village,430.0,28.773006,76.962094
431,DC4680,Punjab Khor Village,431.0,28.7779,76.9614
